Code,forPNG,Latin name,Morphotyper,CodeMJ,Subfamily,Description,Note
OREC 002,FALSE,"Orectognathus sp. 2 aff. biroi Szavo, 1926",Justine,,Myrmicinae,"very close to sp. 001 but different shape of thorax from lateral view (not even but inclined in the middle little bit), also a bit larger size, not sure if really different species or change due to parasite (singleton, should be confirmed with taxonomists)","Mt. Wilhelm, 1200 m."
OREC 003,FALSE,"Orectognathus szentivanyi Brown, 1958",Justine,,Myrmicinae,similar to Strumigenys sp. 001 but different shape of head with different angle from side view and more waved clypeus margin,"Mt. Wilhelm, 1200 m."
OREC 004,FALSE,Orectognathus hystrix,Justine,,Myrmicinae,yellow coloured large Orec with six spines on thorax (poropodeal longest and mezot. shortest) and also sharp corners on top of the head,ORECJJ1 1200m
PACH 001,FALSE,"Ectomomyrmex acutus (Emery, 1900)",,Pach 008?,Ponerinae,"match well with P. acuta in PNG pictures, very similar to MJ PACH 008, but that probably scobina (less sculptural and hairy)",former Pachycondyla acuta
PACH 002,FALSE,"Ectomomyrmex cf. aciculatus (Emery, 1901)",,Pach 003?,Ponerinae,"like PACH001 but much bigger body and softer sculpture (very soft and not deep lines on first gaster segment), similar to MJ-PACH 003 and P. aciculata but not sure if really the same (more of similar  sp. yet within Ectomomyrmex)",former Pachycondyla cf. aciculata
PACH 003,FALSE,Parvaponera sp. 1,,,Ponerinae,"based on nwQ, larger and smooth black Pach., no lines and sculpture compare to sp.1 and 2, got angular process below petiolus with dot but also additional spine on hind tibia, according key should be Parvaonera but not sure if the kez good for queens (for example no Q of Ectomomyrmex in coll. and on web)",Parvaponera queen?
---PACH 004,FALSE,Pachycondyla sp. 4 = HYPO 004,Nic,,Ponerinae,"Eyes small and very close to clypeus, no deep sculpturing on thorax or gaster, covered with fine hairs",
----PACH 005,FALSE,Brachyponera sp.5 = PACH006,Petr,,Ponerinae,"compare with sp.6- it is the same, just damaged by glue,  also confirmed later from Jimmy Mosses collection along Mt.Wilhelm that it is a widespread and color-variable species","from Marice Leponce coll. (Mt. Wilhelm transect, 700 m.)"
PACH 006,FALSE,"Brachyponera croceicornis (Emery,1900)",Petr,PACH001 (?002),Ponerinae,"former HYPO 001 (mistake in genus-Got additional non-comb spine on hind tibia and also in MJ photos as PACH), medium dark-brown ponerinae, small eyes in front of head close to antennas, mesothorax inclined, propodeal area in right angle from side view and smooth (without hairs), relativally larger eyes (5x6 ommatidia)",former HYPO 001 / then changed to Pachycondyla PACH006
PACH 007,FALSE,"Mesoponera manni (Viehmeyer, 1924)",Petr 2015/04,,Ponerinae,"former Pachycondyla (Mesoponera=enalarged mandibles):, much larger than PACH006, redish color and broader petiolus, smooth","Jimmy Mosses, 200 m"
PACH 008,FALSE,"Mesoponera papuana (Viehmeyer, 1914)",Petr 2015/04,,Ponerinae,"former Pachycondyla (Mesoponera=enalarged mandibles): light brown, smaller eyes and narrower petiolus compare to sp. 7, size between PACH006 and PACH007","Jimmy Mosses, 700 m"
PACH 009,FALSE,"Ectomomyrmex cf. striatulus (Karavaiev, 1935)",Petr 2018/10,,Ponerinae,"cf. PACH002 incl. size and color, but different and more apparent lineation  - not smooth shiny head but soft lines all over frons, lines across abdomen incl. second segment, different deep lineation on back of petiolus with sharper small teeth in its lateral posterior margin",compared to images on antweb slightly diff. lineation on frons and less glossy
PACH 010,FALSE,Ectomomyrmex sp. 10,Petr 2019/02,,Ponerinae,"larger and more robust than sp. 2 and 9, no apparent lineation on head and abdomen, and completely smooth and glossy backside of petiolus and frontal lobes, pits on dorsal thorax",Exxon 1000m - 3A
PACH 011,FALSE,Mesoponera sp.,Phil 2021,,Ponerinae,"largest PACH species of collection, similar to PACH007 but with triangular scale-like petiole, body surface smooth, only short body hairs except two long setae on pronotum, uniform dark-reddish brown,eyes more round shaped compared to PACH007",Numba
PAPY 001,FALSE,"Papyrius nitidus (Mayr, 1862)",Petr 2022/11,,Dolichoderinae,"by brown to dark brown, and concave head with small eyes reminds Philidris,but smooth body lacking long hairs, very thin and high petiolus, and characteristic shape of humped propodeum clearly defines it",Baiteta
PARA 001,TRUE,"Paraparatrechina pallida Donisthorpe, 1947",,PARA 002,Formicinae,"yellow, medium paratrechina, smaller hairs, very long antens, slender body x  lighter than P.longicornis and mx. 6 segm. palpi much longer with last 4 very long segments (5th segment not short)",
PARA 002,TRUE,Paraparatrechina sp. 2,,?,Formicinae,"medium PARA, light brown, head and abdomen usually darker than thorax, shorter and lighter hairs in pairs (short on abd and medium on thorax and on the head), head less hairy - more only clypeus, also tiny hairs around the body like in case of TECH, eyes about 9x12 facets across",
PARA 003,TRUE,"Paraparatrechina minutula (Forel, 1901)",,?,Formicinae,"yellow brown small Paratrechina, with 4 pairs of hair on thorax, also addit. smaller hairs on head and abd. and generally lighter and thinner hairs, in some individuals hairs on thorax can be darker","could be a complex of two or more related species (photos and barcoding), but highly difficult to recognise-differences in tickness of hairs and colour) so regarded as one"
---PARA 004,FALSE,"Nylanderia aff. vaga (Forel, 1901) sp. group = PARA 005",,?,Formicinae,"very similar to PARA 005 in primary forest, but a bit lighter and smaller body, less prominent mandibuls, but morphology and hairs very similar - might be the same (?), barcoding not sucss. and only singletons",
PARA 005,TRUE,"Nylanderia aff. vaga (Forel, 1901)",,?,Formicinae,"medium brown to blackbrown Paratrechina, very long scapus with hairs, dark and long hairs around body, some individuals may be a bit lighter, often also light brown coxas and appandages, glossy patches on thorax and head as sp. 7 (x sp. 20)","according Pavel Maravi phylogeny closer to N. obscura complex than vaga, but morphologically much more similar to vaga (hairings, eyes size and shape, thorax)"
PARA 006,FALSE,Paraparatrechina sp. 6,,PARA 004,Formicinae,"tiny species of size of P. minutula, close appearance to Tapinoma melanocephalum but darker propodeum and not prothorax- which yellow, has clear pairs of errected hairs and visible fifth segment with hairy porus",
PARA 007,TRUE,"Nylanderia nuggeti Donisthorpe, 1941",,?,Formicinae,"large species, light brown to brown conistent colour (not dark as 005), longer thick pairs of hairs around the head and body","Nylanderia nuggeti Donisthorpe, 1941 by MJ, but we lack type photos, and not sequenced yet, put as cf."
PARA 008,FALSE,Nylanderia sp. 8,,?,Formicinae,"by colour and long hairs similar to PARA 002 but smaller with eyes on the head more posteriorly (almost touching head sides form the front view), 4 pairs of hairs on prothorax like in minutula, rest of thoracal segments no hairs, conspicious thick hairs on scapus",
---PARA 009,FALSE,Paraparatrechina sp. 9 = PARA 010,,?,Formicinae,"similar to 002, but lighter body and hairs and eyes smaller (only 7 rows ommatidia in diameter), best visible more in queen-much smaller eyes than 002!, also builds carton nest what is unusual","based on COI, similar spatial occurance/nesting habits  in the secondary plot and morphology connected to PARA010 (only colour difference- but in 0.3 ha analyses yet put as sep. morphospespecies)"
PARA 010,TRUE,Paraparatrechina sp. 10,,?,Formicinae,"medium large and variable in color buit mostly brown, queen and male has much smaller eyes than 002 from primary forest (same as 009), also carton nest as 009, no abrupt declivity before mesoth spiracle and hairs on propodeum are present (x sp. 8/15/16 = Nylnderia), hairs on scapus present (!) but short and light/thin","009 and 010 the same according COI incl. (perhaps some of PARA002 could be this sp. as well, but incredibly difficult to ID without DNA -polymorphy in the size and colour and very very similar, chance to resolve only with  more material and DNA)"
PARA 011,FALSE,Nylanderia sp. 11,,?,Formicinae,"medium size Nylanderia, with black or blackbrown abodmen contrasting with orange body and head, large eyes, four pair of hairs on thorax, generally long and well visible hairs also on head and abd. and antens",Yawan + Mt.Wilhelm
---PARA 012,FALSE,Paraparatrechina sp. 12  = PROL002,Petr,,Formicinae,"Parapara (no hairs on scapus), brown/black whole body except of light tarsus, not lighter knees as in 005 and very short tick hairs (4 pairs on thorax) than in the rest of the body, clearly diff. from lowland Nylanderia from Wanang, /Resembles quite Technomyrmex but short hairs in pairs on thorax and over the head and very well visible hairs around porus on abdomen!","M. Leponce, 1200m"
PARA 013,TRUE,Paraparatrechina sp. 13,Petr,,Formicinae,"size larger than small P.minutula from lowlands, thorax also with only 4 pairs of hairs as in minutula, but the rest of the body almost without hairs, with only few of very short on the head, eyes much more in the middle of the somewhat more oval head than other sp (""as in Philidris""), colour brown as in PARA002 (much darker than Para003)","M. Leponce, 1200m"
PARA 014,TRUE,Paraparatrechina sp. 14,Petr 2014/03,,Formicinae,"comparable size with PARA013, but head more as in PARA002 and 003 (eyes almost touching the side of head in front view), very short hairs and only on thorax and clypeus, neglictible hairs on abdomen.",Yawan
PARA 015,FALSE,Nylanderia sp. 15,Justine,,Formicinae,"small light-brown sp., close to PARA008, but eyes less posteriously (not touching head margin) and head less hairy above and bellow eyes, hairs on scapus present but less visible/thin as in PARA002/10 gr. x but missing hairs on propodeum,  another thorax shape and longer scapus","M. Leponce, 1200 m"
PARA 016,FALSE,Nylanderia sp. 16,Justine,,Formicinae,"resembling PARA015 but much larger in size (2 mm-medium) with more numerous hairs on the head and also long hairs present on frontal coxa and tibia (those present but less apparent in sp.015), eyes almost touching head marging from frotal view, by size and hairing close to PARA010 but from side abrupt angle before mesoth. spicacle + no hairs on propodeum + much longer scapus","M. Leponce, 1700 m"
PARA 017,FALSE,"Nylanderia sp. 17 aff. nuggeti Donisthorpe, 1941",Justine,,Formicinae,"resembling PARA007, singleton co-ocurring with sp. 007 (200 and 1200 m), but has eyes less in the middle of head and head more narrow, alsoless hairy (but not sure if just not damage of hairs and another angle of photo?), more material needed","M. Leponce, 1200 m"
---PARA 018,FALSE,Paratrechina sp. 18 = PROL003,Petr 2016/08,,Formicinae,"dark small paratrechina (minutula size, 4 pair of hairs on thorax- *not visible on photo due antena) with ligh brown tarsi and light soft hairs, eyes from frontal view almost touching head margin but noit abrupting it, high-elevational specialist from 2700m!, reminds sp.14 from Yawan (size, hairs, eye position and rounded head) but much darker and diff. propodeum shape","Jimmy, 2700 m asl!"
---PARA 019,FALSE,Paratrechina sp. 19 aff. 12 = PROL004,Petr 2016/12,,Formicinae,"reminds PARA012 x but tarsi not strikendly pale (are light brown), a bit larger size, different shape of propodeum and petiolus, thinner and a bit longer hairs on thorax and abdomen, hairs sparse and not always in clear pairs (not sure if Paretr. genus 100%, but ok with key- no hairs on scapus and palpes 6x4 formula and 12 anten. segm)","Jimmy, 2200 m asl!"
PARA 020,FALSE,Nylanderia sp. 20,Petr 2018/08,,Formicinae,"black-brown Nylanderia near sp. 5/7 - larger than sp.5 but not so large as sp.7 x shorter scapus and shorter hairs on upper frons, eyes in middle as sp.7 (less towards head marghin than sp. 5), also small hairs on sides of thorax not only the long one (not glossy appearance as sp. 5 and 7), broadened oval head shape from frontal view, some level of polymorphy - some  individuals a bit bigger body and heads and some occasionally even so small as sp. 5! (but typically are larger)",lowland exxon cluster 7A
PARA 021,FALSE,"Paraparatrechina sp. 21 (""aff. PROL004"")",Petr 2019/08,,Formicinae,"slendish black Para of medium size, propodeum not clearly divided from rest of thorax and only very short/subtle hairs on scapus (x PARA005 and Nylanderias), very close to PROL004 but darker black and more hairs on thorax, does not have whitish lightening tarsi as PROL002, could be the same as PROL004 but not sure without more material and  DNA - kept sep. sp. now","Exxon 1B, highlands"
PARA 022,FALSE,Nylanderia sp. 22 aff. 20,Petr 2019/09,,Formicinae,"fine hairs on thorax sides as sp. 20, but lighter color and smaller/less robust (by the color and size reminds also sp. 16). Ffrom sp. 20 it differes in larger eyes, thicker hairs on head, and narrow head without rounded (convex) sides.",Exxon lowlands
PHEI 001,TRUE,Pheidole sp. 1,,"PHEI 002?,013?",Myrmicinae,"dotty sides of thorax, tiny prop.spines, major have linings on whole head changing to reticulate structure upwards, 001 group of sps=soldiers lighter and less robust heads than 006group, postpetiolus and abdomen darker than rest of body, minor w - eyes closer to mandibules and sharper than sp. 7",
PHEI 002,TRUE,"Pheidole sp. 2 aff. sexspinosa biroi Emery, 1900",,PHEI 007,Myrmicinae,"brown head and thorax, lighter abdomen, 6 spines on thorax (middle the shortest, propodeal the longest), very long frontal area of petiolus, minors have deep lines over whole head including frons, light yellow legs with sometimes darker a slightly femoras","very close to sexspinosa biroi: same majors but minors are more sculptured on side of thorax, petiolus and on the frons (MCZ types have smooth lower part of frons and side of thorax), Pheidole EPEM142 (E. Sarnat) and biroi according pers. comm.-diff. from 025"
